2,20000,15341321,
2,40000,36000714,
2,80000,67121032,
2,160000,251022247,
2,320000,329493116,
2,640000,234156764,
2,1280000,593214145,
4,20000,5768574,
4,40000,9084488,
4,80000,51237199,
4,160000,71455985,
4,320000,93445262,
4,640000,206743481,
4,1280000,478299390,
6,20000,3865388,
6,40000,8582299,
6,80000,18619846,
6,160000,41417023,
6,320000,89453409,
6,640000,212108837,
6,1280000,472395189,
8,20000,3839363,
8,40000,8873348,
8,80000,19298717,
8,160000,41106913,
8,320000,95160768,
8,640000,207916110,
8,1280000,458541373,
10,20000,3783279,
10,40000,8202174,
10,80000,18080268,
10,160000,42352487,
10,320000,92133705,
10,640000,202112713,
10,1280000,461093005,
12,20000,3696404,
12,40000,8182747,
12,80000,18054242,
12,160000,38661215,
12,320000,88183641,
12,640000,208412801,
12,1280000,456120235,
14,20000,3666346,
14,40000,8320574,
14,80000,17774189,
14,160000,39397638,
14,320000,88586126,
14,640000,209522016,
14,1280000,459050526,
16,20000,3667079,
16,40000,8083776,
16,80000,18091998,
16,160000,39400570,
16,320000,87101919,
16,640000,201094406,
16,1280000,461926565,
18,20000,3781446,
18,40000,7934218,
18,80000,17407628,
18,160000,38019733,
18,320000,84612602,
18,640000,202343280,
18,1280000,450939991,
20,20000,3596699,
20,40000,7993235,
20,80000,17832472,
20,160000,38469504,
20,320000,85832884,
20,640000,198737416,
20,1280000,445552274,
22,20000,3640320,
22,40000,7929819,
22,80000,17316354,
22,160000,39143243,
22,320000,89317048,
22,640000,201255692,
22,1280000,457159803,
24,20000,3643619,
24,40000,7886932,
24,80000,17340914,
24,160000,37427004,
24,320000,84812377,
24,640000,197440523,
24,1280000,447164044,
26,20000,3573240,
26,40000,8059949,
26,80000,17293993,
26,160000,38164159,
26,320000,93085298,
26,640000,212603696,
26,1280000,452905493,
28,20000,3881151,
28,40000,8470864,
28,80000,18625344,
28,160000,39798288,
28,320000,85666832,
28,640000,204453573,
28,1280000,453198009,
30,20000,3922572,
30,40000,8321674,
30,80000,17529693,
30,160000,38788779,
30,320000,85686260,
30,640000,202429055,
30,1280000,451263298,
32,20000,3573239,
32,40000,8124464,
32,80000,17725436,
32,160000,38881519,
32,320000,85448361,
32,640000,202915848,
32,1280000,443925842,
34,20000,3619426,
34,40000,7993234,
34,80000,17241208,
34,160000,46982889,
34,320000,94460637,
34,640000,200809221,
34,1280000,445097738,
36,20000,3549046,
36,40000,8035389,
36,80000,17895154,
36,160000,38020100,
36,320000,87038870,
36,640000,211412738,
36,1280000,446643527,
38,20000,3629323,
38,40000,8577167,
38,80000,17762825,
38,160000,38786213,
38,320000,84738699,
38,640000,207996753,
38,1280000,468450256,
40,20000,3875285,
40,40000,7905993,
40,80000,19164189,
40,160000,39059667,
