2,20000,14334011,
2,40000,37504348,
2,80000,63768829,
2,160000,364241656,
2,320000,352072922,
2,640000,247638887,
2,1280000,518537186,
4,20000,3979389,
4,40000,8748718,
4,80000,18639273,
4,160000,77290541,
4,320000,99327837,
4,640000,204061719,
4,1280000,465912186,
6,20000,3899846,
6,40000,8728190,
6,80000,18447195,
6,160000,42858709,
6,320000,88451231,
6,640000,208564557,
6,1280000,483422084,
8,20000,3833497,
8,40000,8576067,
8,80000,18517575,
8,160000,39382609,
8,320000,100934474,
8,640000,203480353,
8,1280000,475583172,
10,20000,3727195,
10,40000,8242863,
10,80000,18467356,
10,160000,39169636,
10,320000,88945355,
10,640000,202135806,
10,1280000,461768577,
12,20000,3732693,
12,40000,8237731,
12,80000,18414205,
12,160000,39405335,
12,320000,86870985,
12,640000,210325884,
12,1280000,455318199,
14,20000,3825066,
14,40000,8250927,
14,80000,18082833,
14,160000,40085673,
14,320000,85972177,
14,640000,202586310,
14,1280000,452826316,
16,20000,3790244,
16,40000,8197043,
16,80000,18056440,
16,160000,39107321,
16,320000,86312346,
16,640000,205573784,
16,1280000,453296981,
18,20000,3697137,
18,40000,8128129,
18,80000,17888190,
18,160000,39387740,
18,320000,90770831,
18,640000,206618850,
18,1280000,457232015,
20,20000,3700070,
20,40000,8164052,
20,80000,17778587,
20,160000,38527787,
20,320000,86114403,
20,640000,205867767,
20,1280000,447627011,
22,20000,3644352,
22,40000,8036855,
22,80000,18009521,
22,160000,38477935,
22,320000,85044044,
22,640000,219843647,
22,1280000,447386180,
24,20000,3637387,
24,40000,8063614,
24,80000,17646992,
24,160000,37983444,
24,320000,85848279,
24,640000,193121331,
24,1280000,450215300,
26,20000,3617593,
26,40000,8152689,
26,80000,17764659,
26,160000,38677345,
26,320000,89084649,
26,640000,193477629,
26,1280000,439925926,
28,20000,3640320,
28,40000,8113100,
28,80000,17705641,
28,160000,37579494,
28,320000,83460133,
28,640000,191765788,
28,1280000,443630393,
30,20000,3657548,
30,40000,8078277,
30,80000,17447950,
30,160000,37933225,
30,320000,85934055,
30,640000,194541389,
30,1280000,449773960,
32,20000,3728661,
32,40000,8125196,
32,80000,17513564,
32,160000,38759821,
